Row #,Species,Count,Location,S/P,Date,LocID,SubID
270,Jerdon's Nightjar,,Mannar Island (General),LK-4,05 Feb 2020,L4611450,S64937064
271,Donaldson-Smith's Nightjar,3,"(4.8522,38.1798)",ET-OR,25 Feb 2018,L7004171,S58107970
272,Abyssinian Nightjar,1,BMNP--Bale Mountain Lodge area,ET-OR,21 Feb 2018,L4053465,S61036538
273,Indian Nightjar,1,Yala National Park (General),LK-3,14 Feb 2020,L1122648,S64937068
274,Slender-tailed Nightjar,3,Bilen Lodge,ET-AF,17 Feb 2018,L3236312,S58094332
275,Long-tailed Potoo,1,"PN do Itatiaia--Parte Baixa (Hotéis Ype, Donati, Simon; 400-800m)",BR-RJ,22 Nov 2019,L805162,S70570325
276,Common Potoo,,Day 3 Darien Camp - El Salto Road and Arusa Road,PA-5,03 Nov 2014,L9689040,S64937281
277,Oilbird,,Moyobamba area,PE-SAM,14 Oct 2012,L9695169,S64937187
278,Black Swift,3,McArthur-Burney Falls Memorial SP,US-CA,30 Jun 2020,L367727,S71064669
279,Sooty Swift,25,Tapiraí--Estrada para o Legado das Águas,BR-SP,15 Nov 2019,L7783590,S61613845
280,White-chinned Swift,1,Day 1 2nd week to Darien from Tower,PA-KY,01 Nov 2014,L9690666,S64937316
281,Chestnut-collared Swift,2,Asa Wright Nature Centre,TT-TUP,07 Oct 2017,L295164,S58111779
282,White-collared Swift,,Cabañas y Restaurante Puesta del Sol,MX-OAX,17 Nov 2007,L2740232,S72093529
283,Chimney Swift,,Magee Marsh (Ottawa Co.),US-OH,15 May 1994,L275517,S72093718
284,Vaux's Swift,10,Golden Gate Park--Stow Lake,US-CA,04 Oct 2019,L499374,S60347741
285,Sick's Swift,5,Itanhaém--Rua Jequirituba,BR-SP,09 Nov 2019,L4998910,S62338095
286,Short-tailed Swift,,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
287,Band-rumped Swift,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
288,Gray-rumped Swift,20,Asa Wright Nature Centre,TT-TUP,07 Oct 2017,L295164,S58111779
289,Pale-rumped Swift,30,Río Inírida--Inírida,CO-GUA,09 Jul 2018,L2613195,S72092121
290,White-throated Needletail,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
291,Pygmy Swiftlet,,"Cebu Country Club, Cebu City",PH-CEB,16 Jul 2004,L8926214,S72093589
292,Indian Swiftlet,,Kandy--Udawatta Kele Sanctuary,LK-2,08 Feb 2020,L4884263,S64937000
293,Philippine Swiftlet,7,"La Mesa Eco Park, Quezon City",PH-00,02 Oct 2015,L4043600,S64937454
294,Himalayan Swiftlet,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
295,Ameline Swiftlet,,Subic Bay,PH-BAN,03 Oct 2015,L921004,S64937456
296,Alpine Swift,,Spain,ES-,28 Sep 2016,L3679729,S64937369
297,Nyanza Swift,25,Debre Birhan (general area),ET-AM,14 Feb 2018,L3229134,S58094126
298,Blyth's Swift,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
299,Little Swift,2,Gibe Gorge,ET-SN,01 Mar 2018,L3161011,S58093896
300,White-rumped Swift,3,Negele/Hudert Rd,ET-OR,24 Feb 2018,L7004163,S58108028
301,White-throated Swift,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
302,White-tipped Swift,,ACP Abra Patricia--Owlet Lodge,PE-AMA,12 Oct 2012,L1849237,S64937199
303,Andean Swift,5,Lima District,PE-LIM,04 Oct 2012,L9693967,S64937239
304,Lesser Swallow-tailed Swift,3,Asa Wright Nature Centre,TT-TUP,07 Oct 2017,L295164,S58111779
305,Asian Palm-Swift,1,Anawilundawa Bird Sanctuary,LK-6,02 Feb 2020,L7151861,S64034719
306,African Palm-Swift,10,Afar Plains--eastern section,ET-AF,15 Feb 2018,L1550659,S58094187
307,Fork-tailed Palm-Swift,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
308,Crested Treeswift,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64937019
309,Whiskered Treeswift,6,Subic Bay,PH-BAN,03 Oct 2015,L921004,S64937456
310,White-necked Jacobin,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
311,Black Jacobin,2,Itanhaém--Rua Jequirituba,BR-SP,09 Nov 2019,L4998910,S62338095
312,Saw-billed Hermit,1,Guaraú--área geral,BR-SP,10 Nov 2019,L3532504,S62338118
313,Rufous-breasted Hermit,,Moyobamba area,PE-SAM,14 Oct 2012,L9695169,S64937187
314,Pale-tailed Barbthroat,1,Heliconia Lodge,BR-AM,27 Jun 2018,L3172087,S72502143
315,White-bearded Hermit,1,RN Tucuxira,CO-AMA,28 Jun 2018,L5868149,S64937517
316,White-whiskered Hermit,2,Alto Anchicayá - El Descanso (Doña Dora),CO-VAC,02 Jul 2018,L4375590,S72092171
317,Green Hermit,4,Asa Wright Nature Centre,TT-TUP,07 Oct 2017,L295164,S58111779
318,Tawny-bellied Hermit,1,Alto Anchicayá - El Descanso (Doña Dora),CO-VAC,02 Jul 2018,L4375590,S72092171
319,Needle-billed Hermit,1,Heliconia Lodge,BR-AM,26 Jun 2018,L3172087,S72092183
320,Straight-billed Hermit,1,Río Inírida--Inírida,CO-GUA,06 Jul 2018,L2613195,S71791573
321,Long-billed Hermit,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
322,Long-tailed Hermit,1,Moyobamba area,PE-SAM,14 Oct 2012,L9695169,S64937187
323,Great-billed Hermit,1,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
324,Pale-bellied Hermit,,Day 3 Darien Camp - El Salto Road and Arusa Road,PA-5,03 Nov 2014,L9689040,S64937281
325,Dusky-throated Hermit,1,PE Intervales,BR-SP,13 Nov 2019,L972187,S70570337
326,Little Hermit,1,Asa Wright Nature Centre,TT-TUP,11 Oct 2017,L295164,S58111558
327,Stripe-throated Hermit,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
328,Reddish Hermit,,Moyobamba area,PE-SAM,14 Oct 2012,L9695169,S64937187
329,Scale-throated Hermit,1,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
330,Choco Daggerbill,1,"Rio Blanco Entrace Caldas, CO (5,066, -75,449)",CO-CAL,03 Jul 2019,L9579328,S57928031
331,Brown Violetear,,Moyobamba area,PE-SAM,14 Oct 2012,L9695169,S64937187
332,Lesser Violetear,,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
333,Sparkling Violetear,,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
334,White-vented Violetear,1,Ubatuba--Restaurante Tropical,BR-SP,19 Nov 2019,L9941337,S62200560
335,Purple-crowned Fairy,,Canopy Tower locality,PA-8,24 Oct 2014,L9690908,S64937310
336,Black-eared Fairy,1,Guaraú--área geral,BR-SP,10 Nov 2019,L3532504,S72091478
337,Green-tailed Goldenthroat,1,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
338,Black-throated Mango,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
339,Amethyst-throated Sunangel,,ACP Abra Patricia--Owlet Lodge,PE-AMA,12 Oct 2012,L1849237,S64937199
340,Tourmaline Sunangel,2,RNA Loro Orejiamarillo (Yellow-eared Parrot Reserve),CO-ANT,02 Jul 2019,L604060,S57893420
341,Purple-throated Sunangel,,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
342,Royal Sunangel,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
343,Green Thorntail,1,Alto Anchicayá - El Descanso (Doña Dora),CO-VAC,02 Jul 2018,L4375590,S72092171
344,Tufted Coquette,1,Asa Wright Nature Centre,TT-TUP,06 Oct 2017,L295164,S57748129
345,Frilled Coquette,1,"PN do Itatiaia--Parte Baixa (Hotéis Ype, Donati, Simon; 400-800m)",BR-RJ,22 Nov 2019,L805162,S70570325
346,Rufous-crested Coquette,4,Moyobamba area,PE-SAM,14 Oct 2012,L9695169,S64937187
347,Festive Coquette,1,Río Inírida--Inírida,CO-GUA,07 Jul 2018,L2613195,S72092131
348,Speckled Hummingbird,,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
349,Long-tailed Sylph,,Keulap to Abra Patricia,PE-AMA,10 Oct 2012,L9694503,S64937203
350,Violet-tailed Sylph,2,Alto Anchicayá - El Descanso (Doña Dora),CO-VAC,02 Jul 2018,L4375590,S72092171
351,Gray-bellied Comet,,Cajamarca region,PE-CAJ,05 Oct 2012,L9694072,S64937236
352,Black-tailed Trainbearer,,Kuelap Ruins area,PE-AMA,09 Oct 2012,L9694444,S64937213
353,Green-tailed Trainbearer,,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
354,Rainbow-bearded Thornbill,1,"Vía al Parque Nacional Los Nevados, Caldas, CO (4,98, -75,335)",CO-CAL,05 Jul 2019,L9125709,S57947822
355,Buffy Helmetcrest,2,PNN Los Nevados--Centro de Visitantes Brisas,CO-TOL,05 Jul 2019,L5069164,S58011929
356,Tyrian Metaltail,,Cajamarca region,PE-CAJ,05 Oct 2012,L9694072,S64937236
357,Viridian Metaltail,2,PNN Los Nevados--Centro de Visitantes Brisas,CO-TOL,05 Jul 2019,L5069164,S58011929
358,Coppery Metaltail,,Celendin to Leimebama,PE-AMA,07 Oct 2012,L9694229,S64937225
359,Black Metaltail,,Cajamarca region,PE-CAJ,05 Oct 2012,L9694072,S64937236
360,Greenish Puffleg,3,Cerro Montezuma--Los Chorros,CO-RIS,07 Jul 2019,L6109719,S58038180
361,Black-thighed Puffleg,1,Hotel Termales del Ruíz,CO-CAL,05 Jul 2019,L4057071,S58069373
362,Golden-breasted Puffleg,1,"Vía al Parque Nacional Los Nevados, Caldas, CO (4,98, -75,335)",CO-CAL,05 Jul 2019,L9125709,S57947822
363,Emerald-bellied Puffleg,,Keulap to Abra Patricia,PE-AMA,10 Oct 2012,L9694503,S64937203
364,Marvelous Spatuletail,,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
365,Shining Sunbeam,,Cajamarca to Celedin,PE-CAJ,06 Oct 2012,L9694147,S64937232
366,Bronzy Inca,,Keulap to Abra Patricia,PE-AMA,10 Oct 2012,L9694503,S64937203
367,Brown Inca,1,Cerro Montezuma--Los Chorros,CO-RIS,07 Jul 2019,L6109719,S58038180
368,Collared Inca,,Keulap to Abra Patricia,PE-AMA,10 Oct 2012,L9694503,S64937203
369,Violet-throated Starfrontlet,,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
370,Rainbow Starfrontlet,,Kuelap Ruins area,PE-AMA,09 Oct 2012,L9694444,S64937213
371,Buff-winged Starfrontlet,8,Hotel Termales del Ruíz,CO-CAL,05 Jul 2019,L4057071,S58069373
372,Mountain Velvetbreast,1,Hotel Termales del Ruíz,CO-CAL,05 Jul 2019,L4057071,S58069373
373,Sword-billed Hummingbird,,Celendin to Leimebama,PE-AMA,07 Oct 2012,L9694229,S64937225
374,Great Sapphirewing,10,Hotel Termales del Ruíz,CO-CAL,05 Jul 2019,L4057071,S58069373
375,Buff-tailed Coronet,2,"Finca Alejandría ""El Paraiso de Los Colibries""",CO-VAC,01 Jul 2018,L2057859,S72092174
376,Chestnut-breasted Coronet,,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
377,Velvet-purple Coronet,1,Camino Montezuma--Montezuma Rainforest Lodge,CO-RIS,06 Jul 2019,L8012829,S58069365
378,Booted Racket-tail,,Keulap to Abra Patricia,PE-AMA,10 Oct 2012,L9694503,S64937203
379,Rufous-gaped Hillstar,4,Alto Anchicayá - El Descanso (Doña Dora),CO-VAC,02 Jul 2018,L4375590,S72092171
380,Purple-bibbed Whitetip,1,Camino Montezuma--Montezuma Rainforest Lodge,CO-RIS,06 Jul 2019,L8012829,S58069365
381,Fawn-breasted Brilliant,,Keulap to Abra Patricia,PE-AMA,10 Oct 2012,L9694503,S64937203
382,Green-crowned Brilliant,2,Camino Montezuma--Montezuma Rainforest Lodge,CO-RIS,06 Jul 2019,L8012829,S58069365
383,Empress Brilliant,3,Alto Anchicayá - El Descanso (Doña Dora),CO-VAC,02 Jul 2018,L4375590,S72092171
384,Brazilian Ruby,3,Trilha dos Tucanos,BR-SP,16 Nov 2019,L3007221,S70570359
385,Giant Hummingbird,,Celendin to Leimebama,PE-AMA,07 Oct 2012,L9694229,S64937225
386,Long-billed Starthroat,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
387,Amethyst Woodstar,1,PE Intervales,BR-SP,14 Nov 2019,L972187,S72091441
388,Peruvian Sheartail,,Olmos to Chappari Lodge,PE-LAM,17 Oct 2012,L9695443,S64937171
389,Purple-collared Woodstar,,Celendin to Leimebama,PE-AMA,07 Oct 2012,L9694229,S64937225
390,White-bellied Woodstar,,ACP Abra Patricia--Owlet Lodge,PE-AMA,11 Oct 2012,L1849237,S64937201
391,Little Woodstar,,Keulap to Abra Patricia,PE-AMA,10 Oct 2012,L9694503,S64937203
392,Purple-throated Woodstar,6,"Finca Alejandría ""El Paraiso de Los Colibries""",CO-VAC,01 Jul 2018,L2057859,S72092174
393,Ruby-throated Hummingbird,2,"Hidden Valley Nature Center, Jefferson",US-ME,31 Jul 2017,L1593223,S72092522
394,Black-chinned Hummingbird,,Arizona,US-AZ,07 Apr 1997,L108915,S72093698
395,Anna's Hummingbird,,Pt. Pinole Regional Park,US-CA,06 Jan 1991,L109308,S72093793
396,Costa's Hummingbird,,Anza-Borrego Desert SP--Visitor Center,US-CA,01 Apr 1991,L668805,S72093787
397,Broad-tailed Hummingbird,,Ouray County,US-CO,22 Jul 2011,L9667764,S72093262
398,Rufous Hummingbird,,Bosque del Apache NWR,US-NM,25 Jul 2001,L127945,S72093672
399,Allen's Hummingbird,1,Golden Gate Park--San Francisco Botanical Garden,US-CA,12 Mar 2017,L1085740,S72092791
400,Calliope Hummingbird,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
401,Western Emerald,2,Camino Montezuma--Montezuma Rainforest Lodge,CO-RIS,07 Jul 2019,L8012829,S58128942
402,Blue-tailed Emerald,1,Reserva Natural Palmarí,BR-AM,24 Jun 2018,L3018622,S72092190
403,Garden Emerald,,Day 5 Darien - Las Lagunas and El Salto,PA-5,05 Nov 2014,L9688798,S64937276
404,Glittering-bellied Emerald,1,Fazenda Museros e estrada,BR-SP,11 Nov 2019,L9859332,S61861327
405,Blue-chinned Sapphire,3,Asa Wright Nature Centre,TT-TUP,06 Oct 2017,L295164,S57748129
406,Broad-billed Hummingbird,2,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
407,Violet-headed Hummingbird,,Moyobamba area,PE-SAM,14 Oct 2012,L9695169,S64937187
408,Green-crowned Plovercrest,1,Campos do Jordão--Av. Pedro Paulo p. Horto Florestal,BR-SP,17 Nov 2019,L10168377,S72091435
409,Purple-crowned Plovercrest,2,PE Intervales,BR-SP,14 Nov 2019,L972187,S72091441
410,Scaly-breasted Hummingbird,,Day 1 2nd week to Darien from Tower,PA-KY,01 Nov 2014,L9690666,S64937316
411,Gray-breasted Sabrewing,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
412,White-tailed Sabrewing,4,Cuffie River Nature Retreat,TT-WTO,12 Oct 2017,L470121,S58111608
413,Swallow-tailed Hummingbird,1,Guaraú--área geral,BR-SP,10 Nov 2019,L3532504,S72091478
414,White-vented Plumeleteer,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
415,Crowned Woodnymph,,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
416,Fork-tailed Woodnymph,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
417,Violet-capped Woodnymph,1,Guaraú--área geral,BR-SP,10 Nov 2019,L3532504,S62338118
418,Sombre Hummingbird,1,Guaraú--área geral,BR-SP,10 Nov 2019,L3532504,S72091478
419,White-throated Hummingbird,2,Fazenda Museros e estrada,BR-SP,11 Nov 2019,L9859332,S61861327
420,Spot-throated Hummingbird,,Cajamarca region,PE-CAJ,05 Oct 2012,L9694072,S64937236
421,White-bellied Hummingbird,,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
422,Amazilia Hummingbird,,Lima District,PE-LIM,04 Oct 2012,L9693967,S64937239
423,White-chested Emerald,6,Asa Wright Nature Centre,TT-TUP,06 Oct 2017,L295164,S57748129
424,Versicolored Emerald,1,RN Tucuxira,CO-AMA,28 Jun 2018,L5868149,S64937517
425,Andean Emerald,,Celendin to Leimebama,PE-AMA,07 Oct 2012,L9694229,S64937225
426,Glittering-throated Emerald,1,Río Inírida--Inírida,CO-GUA,07 Jul 2018,L2613195,S72092131
427,Sapphire-spangled Emerald,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
428,Blue-chested Hummingbird,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
429,Berylline Hummingbird,,Oaxaca City,MX-OAX,15 Nov 2007,L9648775,S72093530
430,Steely-vented Hummingbird,10,"Finca Alejandría ""El Paraiso de Los Colibries""",CO-VAC,01 Jul 2018,L2057859,S72092174
431,Snowy-bellied Hummingbird,,Canopy Tower locality,PA-8,24 Oct 2014,L9690908,S64937310
432,Rufous-tailed Hummingbird,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
433,Cinnamon Hummingbird,,Laguna de Manialtepec,MX-OAX,19 Nov 2007,L221393,S64937484
434,Violet-crowned Hummingbird,1,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
435,Copper-rumped Hummingbird,6,Asa Wright Nature Centre,TT-TUP,06 Oct 2017,L295164,S57748129
436,Golden-tailed Sapphire,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
437,Sapphire-throated Hummingbird,,Day 1 2nd week to Darien from Tower,PA-KY,01 Nov 2014,L9690666,S64937316
438,Violet-bellied Hummingbird,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
439,White-chinned Sapphire,1,Caño Culebra Trail,CO-GUA,07 Jul 2018,L7562069,S72092128
440,Blue-headed Sapphire,2,"Finca Alejandría ""El Paraiso de Los Colibries""",CO-VAC,01 Jul 2018,L2057859,S72092174
441,White-eared Hummingbird,,Cerocahui (área general),MX-CHH,31 Dec 2002,L928020,S72501726
442,Xantus's Hummingbird,,Isla Carmen--Punta Baja,MX-BCS,12 Feb 2009,L2700650,S72093487
443,Hoatzin,,Heliconia Lodge,BR-AM,25 Jun 2018,L3172087,S72092185
444,Ridgway's Rail,1,Las Gallinas Valley Sanitary District,US-CA,16 Mar 2016,L207664,S65885738
445,King Rail,,Magee Marsh (Ottawa Co.),US-OH,15 May 1994,L275517,S72093718
446,Virginia Rail,,Cosumnes River Preserve,US-CA,30 Nov 2002,L656782,S72093639
447,Water Rail,,Spain,ES-,24 Sep 2016,L3679729,S64937384
448,Rouget's Rail,2,Sululta Plain,ET-OR,12 Feb 2018,L1550637,S57747740
449,Buff-banded Rail,,"Villa Escudero Plantations and Resorts, San Pablo",PH-QUE,09 Oct 2015,L1795915,S64937471
450,Barred Rail,2,"La Mesa Eco Park, Quezon City",PH-00,02 Oct 2015,L4043600,S64937454
451,Ash-throated Crake,2,RJ 139--Pirai a Passa Três,BR-RJ,23 Nov 2019,L6476557,S70570321
452,Blackish Rail,1,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
453,Plumbeous Rail,2,Lima District,PE-LIM,04 Oct 2012,L9693967,S64937239
454,Gray-cowled Wood-Rail,,Day 5 Darien - Las Lagunas and El Salto,PA-5,05 Nov 2014,L9688798,S64937276
455,Slaty-breasted Wood-Rail,4,Guaraú--área geral,BR-SP,10 Nov 2019,L3532504,S62338118
456,Sora,,Las Gallinas Valley Sanitary District,US-CA,16 Mar 2016,L207664,S65885738
457,Eurasian Moorhen,,Lumphini Park,TH-10,04 Apr 2010,L1068940,S64937404
458,Common Gallinule,,Gray Lodge Wildlife Area,US-CA,03 Feb 2002,L368257,S72093654
459,Eurasian Coot,,Spain,ES-,24 Sep 2016,L3679729,S64937384
460,Red-knobbed Coot,1,Animali Lodge area and water hole,ET-AF,17 Feb 2018,L6941526,S58094318
461,Hawaiian Coot,,Hawaii,US-HI,16 Apr 2008,L108936,S72093527
462,American Coot,,Pt. Pinole Regional Park,US-CA,06 Jan 1991,L109308,S72093793
463,Slate-colored Coot,,Lima District,PE-LIM,04 Oct 2012,L9693967,S64937239
464,Allen's Gallinule,3,Lake Awassa--United Africa Shebelle Hotel area,ET-SN,28 Feb 2018,L2099157,S58093968
465,Purple Gallinule,,Florida,US-FL,03 Mar 1996,L108932,S72093705
466,Western Swamphen,,Spain,ES-,24 Sep 2016,L3679729,S64937384
467,African Swamphen,2,Lake Awassa--United Africa Shebelle Hotel area,ET-SN,28 Feb 2018,L2099157,S58093968
468,Gray-headed Swamphen,7,Anawilundawa Bird Sanctuary,LK-6,02 Feb 2020,L7151861,S64034719
469,Watercock,3,Bundala NP (General),LK-3,15 Feb 2020,L1078558,S65887952
470,Plain Bush-hen,1,Subic Bay,PH-BAN,03 Oct 2015,L921004,S64937456
471,White-breasted Waterhen,,"Villa Escudero Plantations and Resorts, San Pablo",PH-QUE,09 Oct 2015,L1795915,S64937471
472,White-browed Crake,2,Van Long Nature Reserve,VN-18,21 Feb 2020,L1917175,S64937071
473,Black Crake,1,Animali Lodge area and water hole,ET-AF,17 Feb 2018,L6941526,S58094318
474,Black-tailed Crake,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
475,Rufous-sided Crake,,Moyobama towards Jaen,PE-SAM,15 Oct 2012,L9695353,S64937179
476,White-throated Crake,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
477,Black Rail,1,Las Gallinas Valley Sanitary District,US-CA,16 Mar 2016,L207664,S65885738
478,Red-and-white Crake,2,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
479,Sungrebe,4,Reserva Natural Palmarí,BR-AM,25 Jun 2018,L3018622,S72092187
480,Limpkin,1,Wakulla Springs SP,US-FL,22 Jun 2003,L127256,S72093604
481,Black Crowned-Crane,2,Lake Ziway--southwestern shore,ET-OR,28 Feb 2018,L1550649,S58093913
482,Sandhill Crane,200,Terminous Tract (Hwy 12 from Terminous to Flag City,US-CA,05 Jan 2002,L9715481,S72093663
483,Common Crane,5,"Rd to Debre Birhan (9.7039,39.2515)",ET-OR,13 Feb 2018,L6869205,S58094094
484,Black-necked Crane,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
485,Indian Thick-knee,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64937019
486,Senegal Thick-knee,4,Awash NP--southern section,ET-AF,16 Feb 2018,L1550655,S58094254
487,Peruvian Thick-knee,2,Lima District,PE-LIM,04 Oct 2012,L9693967,S64937239
488,Great Thick-knee,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64937019
489,Egyptian Plover,1,Gibe Gorge,ET-SN,01 Mar 2018,L3161011,S58093896
490,Black-winged Stilt,,Spain,ES-,29 Sep 2016,L3679729,S64937422
491,Black-necked Stilt,,Grizzly Island Wildlife Area,US-CA,20 Jan 1991,L371137,S72093791
492,Pied Avocet,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
493,American Avocet,,Pt. Pinole Regional Park,US-CA,06 Jan 1991,L109308,S72093793
494,Ibisbill,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
495,Eurasian Oystercatcher,,Mannar Island (General),LK-4,05 Feb 2020,L4611450,S64937064
496,American Oystercatcher,,Florida,US-FL,03 Mar 1996,L108932,S72093705
497,Blackish Oystercatcher,,Lima District,PE-LIM,04 Oct 2012,L9693967,S64937239
498,Black Oystercatcher,,"Ano Nuevo SP--Visitors Center, Elephant Seals and all trails",US-CA,04 Aug 1990,L109471,S72093807
499,Black-bellied Plover,,Florida,US-FL,03 Mar 1996,L108932,S72093705
500,American Golden-Plover,1,Bon Accord Sewage Treatment Ponds,TT-WTO,12 Oct 2017,L623632,S58111592
501,Pacific Golden-Plover,,Hawaii,US-HI,16 Apr 2008,L108936,S72093527
502,Northern Lapwing,,Spain,ES-,24 Sep 2016,L3679729,S64937384
503,Spur-winged Lapwing,20,Sululta Plain,ET-OR,12 Feb 2018,L1550637,S57747740
504,River Lapwing,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
505,Yellow-wattled Lapwing,,Uda Walawe NP,LK-8,12 Feb 2020,L1122655,S64936966
506,Black-headed Lapwing,15,Aledeghi Wildlife Reserve,ET-AF,17 Feb 2018,L2846177,S58094299
507,Black-winged Lapwing,2,"Rd to Debre Birhan (9.7039,39.2515)",ET-OR,13 Feb 2018,L6869205,S58094094
508,Crowned Lapwing,5,Awash NP--southern section,ET-AF,15 Feb 2018,L1550655,S58094222
509,Wattled Lapwing,2,"Gibe Gorge Area Breakfast spot(8.256574, 37.572518)",ET-SN,01 Mar 2018,L7002960,S58093903
510,Spot-breasted Lapwing,11,"Rd to Debre Birhan (9.6339,39.4168)",ET-AM,13 Feb 2018,L6869220,S58094108
511,Red-wattled Lapwing,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
512,Pied Lapwing,1,Reserva Natural Palmarí,BR-AM,22 Jun 2018,L3018622,S72502203
513,Southern Lapwing,,Day 1 2nd week to Darien from Tower,PA-KY,01 Nov 2014,L9690666,S64937316
514,Andean Lapwing,,Cajamarca region,PE-CAJ,05 Oct 2012,L9694072,S64937236
515,Lesser Sand-Plover,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64937019
516,Greater Sand-Plover,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64937019
517,Collared Plover,,Laguna de Manialtepec,MX-OAX,19 Nov 2007,L221393,S64937484
518,Kittlitz's Plover,2,Hara Langano Lodge,ET-OR,19 Feb 2018,L5217896,S58108066
519,Kentish Plover,,Spain,ES-,29 Sep 2016,L3679729,S64937422
520,Snowy Plover,,Salton Sea--north end (please consider using a more specific location),US-CA,01 Apr 1991,L559706,S72093782
